cv_index,cv_objective,rank,job_index,job_position,job_company,job_location,similarity_score
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,5,2,Data Scientist,Xpert Staffing,"Atlanta, GA",0.5582694411277771
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,6,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.5579848885536194
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,7,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5561752915382385
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,8,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.5559727549552917
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,9,103,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.5517663955688477
24,Expertise EDA modeler. I like to learn what my data contains and how well I can model it depending o,10,3,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.545035183429718
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",1,98,Data Science Instructor,General Assembly,"Atlanta, GA",0.577570915222168
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",2,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.5654213428497314
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",3,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5362826585769653
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",4,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.5205591320991516
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",5,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.516060471534729
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",6,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.510101854801178
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",7,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5042617917060852
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",8,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.498331218957901
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",9,93,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,"Atlanta, GA",0.49689701199531555
25,"Dedicated and well-rounded software engineer with a passion for math, computer science, and elite ed",10,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.493778258562088
26,nan,1,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.49869871139526367
26,nan,2,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4807187616825104
26,nan,3,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.47756657004356384
26,nan,4,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.47532880306243896
26,nan,5,52,"VP, Data Scientist- Atlanta, GA; Charlotte, NC",Bank of America Merchant Services,"Atlanta, GA",0.4727602005004883
26,nan,6,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.472308486700058
26,nan,7,135,Research Analyst,American Council of Life Insurers,"Washington, DC 20001",0.4713798761367798
26,nan,8,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.46804627776145935
26,nan,9,3,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.46182316541671753
26,nan,10,90,Data & Analytics Developer,SunTrust,"Atlanta, GA",0.45843786001205444
27,nan,1,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.6131131649017334
27,nan,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.6001414656639099
27,nan,3,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.5785337686538696
27,nan,4,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.5619018077850342
27,nan,5,172,Research Scientist - Deep Learning,CuraCloud Corporation,"Seattle, WA 98104",0.557898998260498
27,nan,6,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.5371286869049072
27,nan,7,34,Data Scientist,SalesLoft,"Atlanta, GA",0.5305774807929993
27,nan,8,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.5180663466453552
27,nan,9,150,Principal NLP Scientist for Search,JD.com,"Mountain View, CA",0.5175228714942932
27,nan,10,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.5154843330383301
28,nan,1,90,Data & Analytics Developer,SunTrust,"Atlanta, GA",0.44174134731292725
28,nan,2,25,Data Scientist,AirSage,"Atlanta, GA",0.4150235950946808
28,nan,3,94,Lead R & D Engineer/Scientist,Honeywell,"Atlanta, GA 30308 ",0.40223658084869385
28,nan,4,114,Machine Learning Engineer - Language Modeling,SoundHound Inc.,"Boulder, CO",0.39682409167289734
28,nan,5,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.3908281922340393
28,nan,6,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.39055129885673523
28,nan,7,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.3900843560695648
28,nan,8,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.3859855532646179
28,nan,9,169,Business Intelligence Specialist,"Facility Management Planners, Inc","San Diego, CA 92109",0.3801328241825104
28,nan,10,27,Data Scientist - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318 ",0.3782823085784912
29,nan,1,34,Data Scientist,SalesLoft,"Atlanta, GA",0.5844370722770691
29,nan,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.5787262320518494
29,nan,3,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.5648415684700012
29,nan,4,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.563161313533783
29,nan,5,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.562346339225769
29,nan,6,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.5575323104858398
29,nan,7,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.5516299605369568
29,nan,8,186,Machine Learning Scientist,Stride Search,"Sunnyvale, CA",0.5462850332260132
29,nan,9,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5417260527610779
29,nan,10,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.5355625152587891
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.6117846369743347
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,2,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.598019003868103
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,3,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.5945589542388916
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,4,34,Data Scientist,SalesLoft,"Atlanta, GA",0.5736861228942871
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,5,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.5721630454063416
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,6,186,Machine Learning Scientist,Stride Search,"Sunnyvale, CA",0.5644749402999878
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,7,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.5557062029838562
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,8,59,Senior Cyber Security Data Scientist,Bank of America,"Atlanta, GA 30306 ",0.5489883422851562
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,9,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.5452439785003662
30,I want to join a role where I can experiment and learn with new types of data and increase my abilit,10,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.5431423187255859
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",1,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.5897096991539001
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",2,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5831265449523926
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",3,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5806710124015808
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",4,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.5794199705123901
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",5,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5744143128395081
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",6,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.5694612264633179
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",7,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5693994760513306
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",8,93,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,"Atlanta, GA",0.5640435218811035
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",9,36,Data Scientist,The Intersect Group,"Atlanta, GA 30328",0.5566726326942444
31,"Computer Science graduate with 2+ years of experience in systems management, information technology,",10,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.5521261692047119
32,nan,1,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.5194407105445862
32,nan,2,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.5089706778526306
32,nan,3,125,Developer / Quantitative Analyst (Entry Level) - Chicago,DV Trading LLC,"Chicago, IL 60642",0.4765978455543518
32,nan,4,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.4701545834541321
32,nan,5,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4601067006587982
32,nan,6,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.4549807608127594
32,nan,7,74,DATA ANALYST SUPPLY CHAIN,The Home Depot,"Atlanta, GA",0.45422685146331787
32,nan,8,20,Senior Electrical Engineer,Burns & McDonnell,"Atlanta, GA 30309 ",0.4528745412826538
32,nan,9,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.45105430483818054
32,nan,10,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.44855380058288574
33,nan,1,114,Machine Learning Engineer - Language Modeling,SoundHound Inc.,"Boulder, CO",0.5217230916023254
33,nan,2,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.5175978541374207
33,nan,3,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.516991913318634
33,nan,4,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5075123906135559
33,nan,5,2,Data Scientist,Xpert Staffing,"Atlanta, GA",0.4856829345226288
33,nan,6,102,Data Scientist,Xpert Staffing,"Atlanta, GA",0.4856829345226288
33,nan,7,50,Manager - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.482168585062027
33,nan,8,27,Data Scientist - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318 ",0.4806140959262848
33,nan,9,78,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.47426125407218933
33,nan,10,61,Data Engineer,Gallup,"Atlanta, GA",0.472059041261673
34,nan,1,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.3549814820289612
34,nan,2,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.3330219089984894
34,nan,3,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.331582635641098
34,nan,4,36,Data Scientist,The Intersect Group,"Atlanta, GA 30328",0.32898882031440735
34,nan,5,126,Computational Scientist,The University of Chicago,"Chicago, IL",0.2971675395965576
34,nan,6,114,Machine Learning Engineer - Language Modeling,SoundHound Inc.,"Boulder, CO",0.2950620651245117
34,nan,7,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.2883942127227783
34,nan,8,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.2873707711696625
34,nan,9,58,Lead Decision Scientist,Moxie,"Atlanta, GA",0.28465279936790466
34,nan,10,55,Lead Decision Scientist,"Moxie Interactive, Inc.","Atlanta, GA 30313 ",0.28429606556892395
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,1,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.5983126163482666
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,2,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.5853151082992554
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,3,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.5827425122261047
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,4,79,"Technical Evangelist – Database, Analytics, and Machine Learning",Amazon.com,"Atlanta, GA",0.5806026458740234
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,5,85,"Azure Data Scientist, Manager",KPMG,"Atlanta, GA 30338",0.5559656620025635
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,6,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5546113848686218
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,7,27,Data Scientist - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318 ",0.554554283618927
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,8,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.5501000285148621
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,9,165,Principal Software Engineer,Microsoft,"Redmond, WA 98052",0.54823237657547
35,I am an assistant software engineer working on cloud-based solutions. After working on a couple of M,10,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.5460311770439148
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,1,34,Data Scientist,SalesLoft,"Atlanta, GA",0.6353968977928162
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,2,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.6233077049255371
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,3,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.6205666065216064
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,4,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.6093611717224121
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,5,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.5873963236808777
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,6,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.5776435136795044
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,7,102,Data Scientist,Xpert Staffing,"Atlanta, GA",0.5767996907234192
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,8,2,Data Scientist,Xpert Staffing,"Atlanta, GA",0.5767996907234192
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,9,88,"Director, Financial Services - Data Scientist",KPMG,"Atlanta, GA 30338",0.5753120183944702
36,Post Graduate Analyst experienced in Business Management and Statistical Analysis. I have a very goo,10,23,DATA SCIENTIST - Supply Chain,The Home Depot,"Atlanta, GA",0.5721583962440491
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,1,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.607799768447876
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.6040945649147034
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,3,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.5845445394515991
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,4,34,Data Scientist,SalesLoft,"Atlanta, GA",0.5686551928520203
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,5,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.5423599481582642
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,6,186,Machine Learning Scientist,Stride Search,"Sunnyvale, CA",0.5326768755912781
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,7,174,Head Data Scientist,All-In Analytics,"Seattle, WA",0.5322068929672241
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,8,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.530851423740387
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,9,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.5268417596817017
37,I am Data science enthusiast focused on solving complex problems using machine learning techniques. ,10,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.5200348496437073
38,nan,1,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.5551341772079468
38,nan,2,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.502439558506012
38,nan,3,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.49440401792526245
38,nan,4,178,Data Scientist - CA,Bind Benefits,"San Francisco, CA 94103",0.4913986325263977
38,nan,5,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.4899251163005829
38,nan,6,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.4883878231048584
38,nan,7,156,Data Analyst/Research Scientist,Columbia University Medical Center,"New York, NY 10032",0.4870521128177643
38,nan,8,24,"Data Scientist, Keying & Linking",Equifax,"Atlanta, GA",0.48667967319488525
38,nan,9,144,Stewardship and Data Coordinator,ALS TDI,"Cambridge, MA 02139",0.4865136444568634
38,nan,10,22,Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.48392823338508606
39,nan,1,3,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.47167137265205383
39,nan,2,103,Data Analyst,Operation HOPE,"Atlanta, GA 30303 ",0.46976152062416077
39,nan,3,139,Research Analyst,"SHIELDS for Families, Inc.","Los Angeles, CA 90002",0.4575880169868469
39,nan,4,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.4555951654911041
39,nan,5,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.4517853260040283
39,nan,6,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.4503060579299927
39,nan,7,125,Developer / Quantitative Analyst (Entry Level) - Chicago,DV Trading LLC,"Chicago, IL 60642",0.43874314427375793
39,nan,8,119,Senior Account Executive,h2o.ai,"Boston, MA",0.43643003702163696
39,nan,9,78,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.4343051612377167
39,nan,10,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.43137016892433167
40,nan,1,20,Senior Electrical Engineer,Burns & McDonnell,"Atlanta, GA 30309 ",0.5027432441711426
40,nan,2,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4573392868041992
40,nan,3,110,Lead Data Scientist,Clockwork Solutions,"Austin, TX 78746",0.4522186517715454
40,nan,4,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4414880871772766
40,nan,5,144,Stewardship and Data Coordinator,ALS TDI,"Cambridge, MA 02139",0.43519195914268494
40,nan,6,139,Research Analyst,"SHIELDS for Families, Inc.","Los Angeles, CA 90002",0.4318274259567261
40,nan,7,61,Data Engineer,Gallup,"Atlanta, GA",0.4205014109611511
40,nan,8,143,Informatics Associate,"Decibel Therapeutics, Inc.","Cambridge, MA",0.41674941778182983
40,nan,9,50,Manager - Cognitive Data Scientist Natural Language Processing,KPMG,"Atlanta, GA 30338",0.41146141290664673
40,nan,10,84,Research Scientist,PreVisor,"Atlanta, GA",0.407478392124176
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,1,34,Data Scientist,SalesLoft,"Atlanta, GA",0.709602952003479
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,2,151,Machine Learning Engineer,Natero,"Mountain View, CA 94040",0.7031311392784119
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,3,63,Machine Learning / Artificial Intelligence Research Scientist,Symantec,"Atlanta, GA 30338",0.6744009256362915
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,4,57,Data Scientist or Data Scientist Lead PS10268,"Anthem, Inc.","Atlanta, GA 30301 ",0.6680023074150085
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,5,149,Quantitative Researcher - AI and Machine Learning Specialist,American Century Investments,"Mountain View, CA 94043",0.63889479637146
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,6,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.6234257817268372
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,7,168,Machine Learning - Software Engineer / Scientist,Brain Corporation,"San Diego, CA",0.6072642803192139
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,8,18,Data Scientist,Relus Cloud,"Atlanta, GA",0.6042057871818542
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,9,188,Senior Machine Learning Research Scientist,Baidu USA,"Sunnyvale, CA 94089",0.6035875678062439
41,Machine Learning engineer who has worked on multiple projects with knowledge in big data handling an,10,161,Machine Learning Engineer/Deep Learning Engineer(Local only),BrickRed Systems,"Redmond, WA",0.598304808139801
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",1,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5383332371711731
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",2,153,Senior Data Scientist,JD.com,"Mountain View, CA",0.499360591173172
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",3,90,Data & Analytics Developer,SunTrust,"Atlanta, GA",0.4872457981109619
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",4,122,Field Application Scientist - Boston,10x Genomics,"Boston, MA",0.4806091785430908
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",5,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.47844821214675903
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",6,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.4701785147190094
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",7,187,Front end Developer - Yahoo News,Oath Inc,"Sunnyvale, CA",0.4683253765106201
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",8,125,Developer / Quantitative Analyst (Entry Level) - Chicago,DV Trading LLC,"Chicago, IL 60642",0.46499282121658325
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",9,107,Data Software Engineer,Kelvin,"Austin, TX",0.46227434277534485
42,"To design, develop and manage products in the field of consumer electronics devices, networking prot",10,61,Data Engineer,Gallup,"Atlanta, GA",0.4586145579814911
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,1,6,"Product Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.5803160071372986
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,2,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.5505033135414124
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,3,29,Data Scientist - CONSULTANT Level - ORLANDO FLORIDA - We will help Relocate,Capgemini,"Atlanta, GA",0.5288630723953247
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,4,93,"Data Scientist - Senior Consultant - Orlando, Florida",Capgemini,"Atlanta, GA",0.5254517197608948
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,5,46,"Data Scientist - Consultant Level - Orlando, Florida - we will assist with relocation",Capgemini,"Atlanta, GA",0.5185543298721313
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,6,40,"Data Science Specialist - Periscope, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.512601375579834
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,7,185,Sr. Software Engineer - Machine Learning (PHD preferred),"Petuum, Inc","Sunnyvale, CA",0.5117950439453125
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,8,132,Product Manager,Morning Consult,"Washington, DC 20005",0.503022313117981
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,9,42,Manager - Data Scientist ! Orlando!,Capgemini,"Atlanta, GA",0.500538170337677
43,A Software Designer Internship with a client-driven corporation leading the field of wireless commun,10,159,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",0.4969356954097748
44,nan,1,31,Business Intelligence Data Scientist - Supply Chain,Newell Brands,"Atlanta, GA",0.46053799986839294
44,nan,2,125,Developer / Quantitative Analyst (Entry Level) - Chicago,DV Trading LLC,"Chicago, IL 60642",0.4599858522415161
44,nan,3,20,Senior Electrical Engineer,Burns & McDonnell,"Atlanta, GA 30309 ",0.4589163661003113
44,nan,4,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.45610302686691284
44,nan,5,14,Business Intelligence Data Science Analyst - Supply Chain,Newell Brands,"Atlanta, GA",0.4518143832683563
44,nan,6,78,"Data Engineer - GC Insights, New Ventures",McKinsey & Company,"Atlanta, GA 30318 ",0.4476509094238281
44,nan,7,132,Product Manager,Morning Consult,"Washington, DC 20005",0.43917223811149597
44,nan,8,90,Data & Analytics Developer,SunTrust,"Atlanta, GA",0.42419523000717163
44,nan,9,155,Data Scientist/Pre Sales Engineer,Celonis,"New York, NY",0.4185918867588043
44,nan,10,39,DATA SCIENTIST - SPACE OPTIMIZATION,The Home Depot,"Atlanta, GA",0.41743239760398865
45,nan,1,129,Data Scientist,RCG Holdings LLC,"Chicago, IL 60606",0.5824307799339294
45,nan,2,87,"Data Engineer, Scala",CapTech Consulting,"Atlanta, GA",0.5602043271064758
45,nan,3,45,Senior Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5438205599784851
45,nan,4,27,Data Scientist - ICL,Georgia Tech Research Institute,"Atlanta, GA 30318 ",0.5411765575408936
45,nan,5,44,Lead Data Scientist,Norfolk Southern Corp,"Atlanta, GA 30309 ",0.5303539633750916
45,nan,6,2,Data Scientist,Xpert Staffing,"Atlanta, GA",0.5239934325218201
45,nan,7,102,Data Scientist,Xpert Staffing,"Atlanta, GA",0.5239934325218201
45,nan,8,157,Data Scientist,fractalanalytics,"Jersey City, NJ",0.5155954957008362
